X Y u mu P v dvdx dudx dvdy dudy
0.00082164152336615599 -0.00032416625468502077 26.4708481 3.19194623e-005 -66.9554825 -3.22044396 6921.05029 -14400.0703 14387.7393 -102592.242
0.00083092925451533166 -0.00032528841529076474 26.5188293 3.23924178e-005 -67.0499191 -3.18180943 6855.07568 -14313.2568 14300.1523 -102765.133
0.00084023783436184131 -0.00032639742449012396 26.5878239 3.28504102e-005 -67.1575317 -3.14515352 6807.37354 -14296.8291 14281.9336 -103171.766
0.00085033328694338701 -0.00032758169284014937 26.4243774 3.34472061e-005 -67.2153168 -3.07369423 6676.27734 -14248.7148 14235.3506 -104420.055
0.00086043048035810716 -0.00032874611320146192 26.2589931 3.40472106e-005 -67.2762299 -3.00195646 6545.31641 -14204.2129 14192.376 -105699.742
0.00087054434916731063 -0.00032989331888545368 26.357872 3.44268556e-005 -67.4131927 -2.96620941 6501.04834 -14164.1133 14141.4375 -105128.539
0.00088065943104303362 -0.00033102269284686787 26.4610767 3.48042558e-005 -67.5546188 -2.93104243 6458.87891 -14127.2773 14093.4766 -104542.625
0.00089066180966841592 -0.00033212277643409217 26.4318695 3.53873802e-005 -67.6082458 -2.88619256 6339.07764 -13783.1885 13744.5859 -103221.352
0.00090063008408788024 -0.00033320412949533658 26.2812824 3.61718594e-005 -67.5787506 -2.83221388 6148.16455 -13159.6143 13122.373 -101276.875
0.00091061565940018618 -0.00033427184309047826 26.3552551 3.67702596e-005 -67.649025 -2.79589868 6108.57666 -13160.6631 13121.7207 -101827.703
0.00092059669849976549 -0.00033532211571173212 26.2555161 3.74489755e-005 -67.6742325 -2.74023056 6007.57129 -13034.8076 13002.1377 -102418.695
0.00093146356709676397 -0.00033644589113844732 26.0740776 3.82235849e-005 -67.6849213 -2.67147779 5872.27295 -12847.1221 12824.5693 -103096.383
0.00094234238106613371 -0.0003375501089326268 25.9399967 3.89540801e-005 -67.7085648 -2.60813022 5754.94189 -12694.1357 12678.5166 -103621.141
